Ref,Val,Package,PosX,PosY,Rot,Side
"C241","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-43.000000,180.000000,bottom
"C242","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-43.000000,180.000000,bottom
"C243","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-43.000000,180.000000,bottom
"C244","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-43.000000,180.000000,bottom
"C245","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-43.000000,180.000000,bottom
"C246","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-43.000000,180.000000,bottom
"C247","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-43.000000,180.000000,bottom
"C248","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-43.000000,180.000000,bottom
"C249","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-43.000000,180.000000,bottom
"C250","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-43.000000,180.000000,bottom
"C251","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-37.000000,-46.000000,180.000000,bottom
"C252","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-40.000000,-46.000000,180.000000,bottom
"C253","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-43.000000,-46.000000,180.000000,bottom
"C254","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-46.000000,-46.000000,180.000000,bottom
"C255","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-49.000000,-46.000000,180.000000,bottom
"C256","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-52.000000,-46.000000,180.000000,bottom
"C257","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-55.000000,-46.000000,180.000000,bottom
"C258","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-58.000000,-46.000000,180.000000,bottom
"C259","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-61.000000,-46.000000,180.000000,bottom
"C260","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-64.000000,-46.000000,180.000000,bottom
"C261","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-67.000000,-46.000000,180.000000,bottom
"C262","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-70.000000,-46.000000,180.000000,bottom
"C263","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-73.000000,-46.000000,180.000000,bottom
"C264","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-76.000000,-46.000000,180.000000,bottom
"C265","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-79.000000,-46.000000,180.000000,bottom
"C266","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-46.000000,180.000000,bottom
"C267","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-46.000000,180.000000,bottom
"C268","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-46.000000,180.000000,bottom
"C269","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-46.000000,180.000000,bottom
"C270","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-46.000000,180.000000,bottom
"C271","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-46.000000,180.000000,bottom
"C272","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-46.000000,180.000000,bottom
"C273","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-46.000000,180.000000,bottom
"C274","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-46.000000,180.000000,bottom
"C275","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-46.000000,180.000000,bottom
"C276","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-37.000000,-49.000000,180.000000,bottom
"C277","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-40.000000,-49.000000,180.000000,bottom
"C278","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-43.000000,-49.000000,180.000000,bottom
"C279","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-46.000000,-49.000000,180.000000,bottom
"C280","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-49.000000,-49.000000,180.000000,bottom
"C281","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-52.000000,-49.000000,180.000000,bottom
"C282","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-55.000000,-49.000000,180.000000,bottom
"C283","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-58.000000,-49.000000,180.000000,bottom
"C284","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-61.000000,-49.000000,180.000000,bottom
"C285","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-64.000000,-49.000000,180.000000,bottom
"C286","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-67.000000,-49.000000,180.000000,bottom
"C287","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-70.000000,-49.000000,180.000000,bottom
"C288","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-73.000000,-49.000000,180.000000,bottom
"C289","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-76.000000,-49.000000,180.000000,bottom
"C290","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-79.000000,-49.000000,180.000000,bottom
"C291","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-49.000000,180.000000,bottom
"C292","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-49.000000,180.000000,bottom
"C293","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-49.000000,180.000000,bottom
"C294","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-49.000000,180.000000,bottom
"C295","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-49.000000,180.000000,bottom
"C296","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-49.000000,180.000000,bottom
"C297","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-49.000000,180.000000,bottom
"C298","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-49.000000,180.000000,bottom
"C299","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-49.000000,180.000000,bottom
"C300","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-49.000000,180.000000,bottom
"C301","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-37.000000,-52.000000,180.000000,bottom
"C302","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-40.000000,-52.000000,180.000000,bottom
"C303","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-43.000000,-52.000000,180.000000,bottom
"C304","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-46.000000,-52.000000,180.000000,bottom
"C305","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-49.000000,-52.000000,180.000000,bottom
"C306","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-52.000000,-52.000000,180.000000,bottom
"C307","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-55.000000,-52.000000,180.000000,bottom
"C308","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-58.000000,-52.000000,180.000000,bottom
"C309","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-61.000000,-52.000000,180.000000,bottom
"C310","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-64.000000,-52.000000,180.000000,bottom
"C311","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-67.000000,-52.000000,180.000000,bottom
"C312","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-70.000000,-52.000000,180.000000,bottom
"C313","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-73.000000,-52.000000,180.000000,bottom
"C314","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-76.000000,-52.000000,180.000000,bottom
"C315","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-79.000000,-52.000000,180.000000,bottom
"C316","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-52.000000,180.000000,bottom
"C317","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-52.000000,180.000000,bottom
"C318","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-52.000000,180.000000,bottom
"C319","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-52.000000,180.000000,bottom
"C320","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-52.000000,180.000000,bottom
"C321","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-52.000000,180.000000,bottom
"C322","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-52.000000,180.000000,bottom
"C323","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-52.000000,180.000000,bottom
"C324","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-52.000000,180.000000,bottom
"C325","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-52.000000,180.000000,bottom
"C326","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-37.000000,-55.000000,180.000000,bottom
"C327","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-40.000000,-55.000000,180.000000,bottom
"C328","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-43.000000,-55.000000,180.000000,bottom
"C329","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-46.000000,-55.000000,180.000000,bottom
"C330","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-49.000000,-55.000000,180.000000,bottom
"C331","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-52.000000,-55.000000,180.000000,bottom
"C332","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-55.000000,-55.000000,180.000000,bottom
"C333","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-58.000000,-55.000000,180.000000,bottom
"C334","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-61.000000,-55.000000,180.000000,bottom
"C335","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-64.000000,-55.000000,180.000000,bottom
"C336","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-67.000000,-55.000000,180.000000,bottom
"C337","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-70.000000,-55.000000,180.000000,bottom
"C338","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-73.000000,-55.000000,180.000000,bottom
"C339","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-76.000000,-55.000000,180.000000,bottom
"C340","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-79.000000,-55.000000,180.000000,bottom
"C341","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-55.000000,180.000000,bottom
"C342","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-55.000000,180.000000,bottom
"C343","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-55.000000,180.000000,bottom
"C344","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-55.000000,180.000000,bottom
"C345","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-55.000000,180.000000,bottom
"C346","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-55.000000,180.000000,bottom
"C347","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-55.000000,180.000000,bottom
"C348","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-55.000000,180.000000,bottom
"C349","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-55.000000,180.000000,bottom
"C350","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-55.000000,180.000000,bottom
"C351","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-37.000000,-58.000000,180.000000,bottom
"C352","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-40.000000,-58.000000,180.000000,bottom
"C353","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-43.000000,-58.000000,180.000000,bottom
"C354","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-46.000000,-58.000000,180.000000,bottom
"C355","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-49.000000,-58.000000,180.000000,bottom
"C356","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-52.000000,-58.000000,180.000000,bottom
"C357","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-55.000000,-58.000000,180.000000,bottom
"C358","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-58.000000,-58.000000,180.000000,bottom
"C359","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-61.000000,-58.000000,180.000000,bottom
"C360","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-64.000000,-58.000000,180.000000,bottom
"C361","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-67.000000,-58.000000,180.000000,bottom
"C362","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-70.000000,-58.000000,180.000000,bottom
"C363","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-73.000000,-58.000000,180.000000,bottom
"C364","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-76.000000,-58.000000,180.000000,bottom
"C365","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-79.000000,-58.000000,180.000000,bottom
"C366","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-82.000000,-58.000000,180.000000,bottom
"C367","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-85.000000,-58.000000,180.000000,bottom
"C368","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-88.000000,-58.000000,180.000000,bottom
"C369","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-91.000000,-58.000000,180.000000,bottom
"C370","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-94.000000,-58.000000,180.000000,bottom
"C371","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-97.000000,-58.000000,180.000000,bottom
"C372","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-100.000000,-58.000000,180.000000,bottom
"C373","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-103.000000,-58.000000,180.000000,bottom
"C374","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-106.000000,-58.000000,180.000000,bottom
"C375","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",-109.000000,-58.000000,180.000000,bottom
"C399","33u","C_1210_3225Metric",-13.900000,-27.200000,-90.000000,bottom
"C400","33u","C_1210_3225Metric",-13.900000,-31.700000,90.000000,bottom
"C402","4.7u","C_0805_2012Metric",-23.400000,-54.500000,90.000000,bottom
"C403","4.7u","C_0805_2012Metric",-27.400000,-50.600000,180.000000,bottom
"J1","Conn_ST_STDC14","PinSocket_2x05_P1.27mm_Vertical_SMD",-29.000000,-16.000000,90.000000,bottom
"L1","6.8u","L_Vishay_IHLP-2525",-19.200000,-31.300000,90.000000,bottom
"L2","1u","L_Vishay_IHLP-4040",-19.500000,-47.000000,0.000000,bottom
"Q2","FDN335N","SOT-23",-15.000000,-38.500000,-90.000000,bottom
"U4","W25Q128JVS","SOIC-8_5.23x5.23mm_P1.27mm",-32.100000,-44.800000,-90.000000,bottom
"U5","TPS54331","SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.29x3mm_ThermalVias",-21.400000,-38.300000,180.000000,bottom
"C376","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",29.700000,-22.000000,135.000000,top
"C377","1u","C_0603_1608Metric",30.900000,-21.400000,135.000000,top
"C378","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",20.800000,-21.900000,45.000000,top
"C379","1u","C_0603_1608Metric",19.600000,-21.300000,45.000000,top
"C380","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",26.100000,-18.400000,-45.000000,top
"C381","1u","C_0603_1608Metric",26.700000,-17.200000,-45.000000,top
"C382","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",23.300000,-26.000000,135.000000,top
"C383","1u","C_0603_1608Metric",22.700000,-27.200000,135.000000,top
"C388","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",33.300000,-16.000000,90.000000,top
"C393","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",33.800000,-52.000000,180.000000,top
"C394","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",33.800000,-53.600000,180.000000,top
"C395","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",31.100000,-27.600000,90.000000,top
"C396","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",34.000000,-26.000000,0.000000,top
"C397","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",29.300000,-48.000000,-90.000000,top
"C398","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",23.100000,-34.900000,-90.000000,top
"C401","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",14.300000,-31.400000,90.000000,top
"C404","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",24.800000,-52.800000,-90.000000,top
"C405","10n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",20.900000,-42.000000,90.000000,top
"C406","1n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",17.700000,-38.300000,-90.000000,top
"C407","47p","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",18.700000,-38.300000,-90.000000,top
"C408","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",24.800000,-31.300000,0.000000,top
"C409","4.7u","C_0805_2012Metric",20.100000,-47.500000,180.000000,top
"C410","4.7u","C_0805_2012Metric",14.500000,-50.500000,90.000000,top
"C411","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",19.000000,-45.200000,-90.000000,top
"C412","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",20.000000,-45.200000,90.000000,top
"C413","33u","C_1210_3225Metric",26.000000,-48.000000,180.000000,top
"C414","33u","C_1210_3225Metric",26.000000,-44.500000,180.000000,top
"C415","33u","C_1210_3225Metric",26.000000,-41.000000,180.000000,top
"C416","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",22.500000,-42.300000,0.000000,top
"C417","100n","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",22.500000,-41.300000,0.000000,top
"C418","2.2u","C_0402_1005Metric_Pad0.74x0.62mm_HandSolder",13.200000,-40.500000,-90.000000,top
"D1","SK9822","SK9822_2020",37.000000,-16.000000,-90.000000,top
"D2","SK9822","SK9822_2020",40.000000,-16.000000,-90.000000,top
"D3","SK9822","SK9822_2020",43.000000,-16.000000,-90.000000,top
"D4","SK9822","SK9822_2020",46.000000,-16.000000,-90.000000,top
"D5","SK9822","SK9822_2020",49.000000,-16.000000,-90.000000,top
"D6","SK9822","SK9822_2020",52.000000,-16.000000,-90.000000,top
"D7","SK9822","SK9822_2020",55.000000,-16.000000,-90.000000,top
"D8","SK9822","SK9822_2020",58.000000,-16.000000,-90.000000,top
"D9","SK9822","SK9822_2020",61.000000,-16.000000,-90.000000,top
"D10","SK9822","SK9822_2020",64.000000,-16.000000,-90.000000,top
"D11","SK9822","SK9822_2020",67.000000,-16.000000,-90.000000,top
"D12","SK9822","SK9822_2020",70.000000,-16.000000,-90.000000,top
"D13","SK9822","SK9822_2020",73.000000,-16.000000,-90.000000,top
"D14","SK9822","SK9822_2020",76.000000,-16.000000,-90.000000,top
"D15","SK9822","SK9822_2020",79.000000,-16.000000,-90.000000,top
"D16","SK9822","SK9822_2020",82.000000,-16.000000,-90.000000,top
"D17","SK9822","SK9822_2020",85.000000,-16.000000,-90.000000,top
"D18","SK9822","SK9822_2020",88.000000,-16.000000,-90.000000,top
"D19","SK9822","SK9822_2020",91.000000,-16.000000,-90.000000,top
"D20","SK9822","SK9822_2020",94.000000,-16.000000,-90.000000,top
"D21","SK9822","SK9822_2020",97.000000,-16.000000,-90.000000,top
"D22","SK9822","SK9822_2020",100.000000,-16.000000,-90.000000,top
"D23","SK9822","SK9822_2020",103.000000,-16.000000,-90.000000,top
"D24","SK9822","SK9822_2020",106.000000,-16.000000,-90.000000,top
"D25","SK9822","SK9822_2020",109.000000,-16.000000,-90.000000,top
"D26","SK9822","SK9822_2020",37.000000,-19.000000,-90.000000,top
"D27","SK9822","SK9822_2020",40.000000,-19.000000,-90.000000,top
"D28","SK9822","SK9822_2020",43.000000,-19.000000,-90.000000,top
"D29","SK9822","SK9822_2020",46.000000,-19.000000,-90.000000,top
"D30","SK9822","SK9822_2020",49.000000,-19.000000,-90.000000,top
"D31","SK9822","SK9822_2020",52.000000,-19.000000,-90.000000,top
"D32","SK9822","SK9822_2020",55.000000,-19.000000,-90.000000,top
"D33","SK9822","SK9822_2020",58.000000,-19.000000,-90.000000,top
"D34","SK9822","SK9822_2020",61.000000,-19.000000,-90.000000,top
"D35","SK9822","SK9822_2020",64.000000,-19.000000,-90.000000,top
"D36","SK9822","SK9822_2020",67.000000,-19.000000,-90.000000,top
"D37","SK9822","SK9822_2020",70.000000,-19.000000,-90.000000,top
"D38","SK9822","SK9822_2020",73.000000,-19.000000,-90.000000,top
"D39","SK9822","SK9822_2020",76.000000,-19.000000,-90.000000,top
"D40","SK9822","SK9822_2020",79.000000,-19.000000,-90.000000,top
"D41","SK9822","SK9822_2020",82.000000,-19.000000,-90.000000,top
"D42","SK9822","SK9822_2020",85.000000,-19.000000,-90.000000,top
"D43","SK9822","SK9822_2020",88.000000,-19.000000,-90.000000,top
"D44","SK9822","SK9822_2020",91.000000,-19.000000,-90.000000,top
"D45","SK9822","SK9822_2020",94.000000,-19.000000,-90.000000,top
"D46","SK9822","SK9822_2020",97.000000,-19.000000,-90.000000,top
"D47","SK9822","SK9822_2020",100.000000,-19.000000,-90.000000,top
"D48","SK9822","SK9822_2020",103.000000,-19.000000,-90.000000,top
"D49","SK9822","SK9822_2020",106.000000,-19.000000,-90.000000,top
"D50","SK9822","SK9822_2020",109.000000,-19.000000,-90.000000,top
"D51","SK9822","SK9822_2020",37.000000,-22.000000,-90.000000,top
"D52","SK9822","SK9822_2020",40.000000,-22.000000,-90.000000,top
"D53","SK9822","SK9822_2020",43.000000,-22.000000,-90.000000,top
"D54","SK9822","SK9822_2020",46.000000,-22.000000,-90.000000,top
"D55","SK9822","SK9822_2020",49.000000,-22.000000,-90.000000,top
"D56","SK9822","SK9822_2020",52.000000,-22.000000,-90.000000,top
"D57","SK9822","SK9822_2020",55.000000,-22.000000,-90.000000,top
"D58","SK9822","SK9822_2020",58.000000,-22.000000,-90.000000,top
"D59","SK9822","SK9822_2020",61.000000,-22.000000,-90.000000,top
"D60","SK9822","SK9822_2020",64.000000,-22.000000,-90.000000,top
"D61","SK9822","SK9822_2020",67.000000,-22.000000,-90.000000,top
"D62","SK9822","SK9822_2020",70.000000,-22.000000,-90.000000,top
"D63","SK9822","SK9822_2020",73.000000,-22.000000,-90.000000,top
"D64","SK9822","SK9822_2020",76.000000,-22.000000,-90.000000,top
"D65","SK9822","SK9822_2020",79.000000,-22.000000,-90.000000,top
"D66","SK9822","SK9822_2020",82.000000,-22.000000,-90.000000,top
"D67","SK9822","SK9822_2020",85.000000,-22.000000,-90.000000,top
"D68","SK9822","SK9822_2020",88.000000,-22.000000,-90.000000,top
"D69","SK9822","SK9822_2020",91.000000,-22.000000,-90.000000,top
"D70","SK9822","SK9822_2020",94.000000,-22.000000,-90.000000,top
"D71","SK9822","SK9822_2020",97.000000,-22.000000,-90.000000,top
"D72","SK9822","SK9822_2020",100.000000,-22.000000,-90.000000,top
"D73","SK9822","SK9822_2020",103.000000,-22.000000,-90.000000,top
"D74","SK9822","SK9822_2020",106.000000,-22.000000,-90.000000,top
"D75","SK9822","SK9822_2020",109.000000,-22.000000,-90.000000,top
"D76","SK9822","SK9822_2020",37.000000,-25.000000,-90.000000,top
"D77","SK9822","SK9822_2020",40.000000,-25.000000,-90.000000,top
"D78","SK9822","SK9822_2020",43.000000,-25.000000,-90.000000,top
"D79","SK9822","SK9822_2020",46.000000,-25.000000,-90.000000,top
"D80","SK9822","SK9822_2020",49.000000,-25.000000,-90.000000,top
"D81","SK9822","SK9822_2020",52.000000,-25.000000,-90.000000,top
"D82","SK9822","SK9822_2020",55.000000,-25.000000,-90.000000,top
"D83","SK9822","SK9822_2020",58.000000,-25.000000,-90.000000,top
"D84","SK9822","SK9822_2020",61.000000,-25.000000,-90.000000,top
"D85","SK9822","SK9822_2020",64.000000,-25.000000,-90.000000,top
"D86","SK9822","SK9822_2020",67.000000,-25.000000,-90.000000,top
"D87","SK9822","SK9822_2020",70.000000,-25.000000,-90.000000,top
"D88","SK9822","SK9822_2020",73.000000,-25.000000,-90.000000,top
"D89","SK9822","SK9822_2020",76.000000,-25.000000,-90.000000,top
"D90","SK9822","SK9822_2020",79.000000,-25.000000,-90.000000,top
"D91","SK9822","SK9822_2020",82.000000,-25.000000,-90.000000,top
"D92","SK9822","SK9822_2020",85.000000,-25.000000,-90.000000,top
"D93","SK9822","SK9822_2020",88.000000,-25.000000,-90.000000,top
"D94","SK9822","SK9822_2020",91.000000,-25.000000,-90.000000,top
"D95","SK9822","SK9822_2020",94.000000,-25.000000,-90.000000,top
"D96","SK9822","SK9822_2020",97.000000,-25.000000,-90.000000,top
"D97","SK9822","SK9822_2020",100.000000,-25.000000,-90.000000,top
"D98","SK9822","SK9822_2020",103.000000,-25.000000,-90.000000,top
"D99","SK9822","SK9822_2020",106.000000,-25.000000,-90.000000,top
"D100","SK9822","SK9822_2020",109.000000,-25.000000,-90.000000,top
"D101","SK9822","SK9822_2020",37.000000,-28.000000,-90.000000,top
"D102","SK9822","SK9822_2020",40.000000,-28.000000,-90.000000,top
"D103","SK9822","SK9822_2020",43.000000,-28.000000,-90.000000,top
"D104","SK9822","SK9822_2020",46.000000,-28.000000,-90.000000,top
"D105","SK9822","SK9822_2020",49.000000,-28.000000,-90.000000,top
"D106","SK9822","SK9822_2020",52.000000,-28.000000,-90.000000,top
"D107","SK9822","SK9822_2020",55.000000,-28.000000,-90.000000,top
"D108","SK9822","SK9822_2020",58.000000,-28.000000,-90.000000,top
"D109","SK9822","SK9822_2020",61.000000,-28.000000,-90.000000,top
"D110","SK9822","SK9822_2020",64.000000,-28.000000,-90.000000,top
"D111","SK9822","SK9822_2020",67.000000,-28.000000,-90.000000,top
"D112","SK9822","SK9822_2020",70.000000,-28.000000,-90.000000,top
"D113","SK9822","SK9822_2020",73.000000,-28.000000,-90.000000,top
"D114","SK9822","SK9822_2020",76.000000,-28.000000,-90.000000,top
